PADQ,0
PACD,0
PASD,0
PADU,0
PADL,0
PAKN,0
PAIL,0
PASN,0
PAPB,0
PANC,0
PACV,0
PAVD,0
PATO,0
PAWD,0
PAHO,0
PAKN,0
PASX,0
KCLM,0
